Accession,Description,POOL1,CF11,BL22,S112,S721,POOL2,CF21,BL11,S122,S712,S722,S111,BL21,CF12,POOL3,S711,S121,BL12,CF22,POOL4
tr|A0A140NBX8|A0A140NBX8_ECOBD,"Cationic amino acid ABC transporter, periplasmic binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2731 PE=3 SV=1",19939329.99,19281373.28,32253266.18,12912555.29,12970863.97,20436371.92,22841912.76,32589264.2,14243346.38,12486094.02,15220124.77,17819037.48,43925157.8,26035241.89,28309454.19,22322881.47,19486201.62,40397544.25,29415643.35,29461158.82
tr|A0A140NBY0|A0A140NBY0_ECOBD,Pectinesterase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2910 PE=4 SV=1,260135.509,333126.3179,268147.0605,214495.6689,238711.0359,296468.2178,277173.229,411730.70700000005,230393.4761,200247.6274,136131.4038,127279.2249,172612.022,168432.4583,175739.0831,183368.4399,133865.2283,195105.23,160684.4139,206143.6899
tr|A0A140NBY1|A0A140NBY1_ECOBD,Transcriptional regulator SlyA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=slyA PE=3 SV=1,413818.79299999995,524221.0586,554754.2539,316957.6484,299397.3555,448271.0352,686211.0117,463515.3008,324869.4727,353853.0859,486841.9453,451622.5176,992402.4219,973041.4844,834053.0391,666183.0781,637602.0547,1038577.3829999999,1075564.977,887561.8984
tr|A0A140NBY5|A0A140NBY5_ECOBD,4-hydroxythreonine-4-phosphate dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pdxA PE=3 SV=1,482818.792,474681.5068,521846.6299,438485.1152,405778.146,494830.6631,527358.9922,511845.0264,428088.8125,365296.3193,267931.9961,304901.4668,375726.0605,329898.6816,337863.62299999996,365380.2871,328055.0156,387169.4307,372034.167,363090.0293
tr|A0A140NBY9|A0A140NBY9_ECOBD,Protein TolA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2921 PE=4 SV=1,4549579.482,4990810.459,4497347.775,3702503.998,4616859.914,4777282.325,5048357.273,5136797.548,3882374.667,4105730.7430000002,2191695.419,2412815.669,2573282.886,2950400.526,2653983.869,2868450.8060000003,2420841.3959999997,2725692.3419999997,2890222.432,2830168.97
tr|A0A140NBZ1|A0A140NBZ1_ECOBD,Endonuclease III OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nth PE=3 SV=1,600841.2793,719466.2344,607558.5312,481010.8125,529154.7773,640214.1113,810608.4824,658320.2227,515325.585,472286.1846,332476.3633,292675.8848,437506.791,520384.8711,448199.4551,449577.0234,371846.2539,427101.9844,559998.2773,458541.0449
tr|A0A140NBZ3|A0A140NBZ3_ECOBD,Protein HflK OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3860 PE=3 SV=1,11829420.9,13867945.71,10981283.35,10784070.42,10404459.9,12499277.35,14290858.89,11691273.25,11650464.02,9140129.107,11612777.64,13210041.94,13081790.36,16070211.51,14751816.1,14824083.49,14826451.79,13243187.98,16013360.16,15260652.24
tr|A0A140NBZ7|A0A140NBZ7_ECOBD,FMN-dependent NADH-azoreductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=azoR PE=3 SV=1,1044046.7509999999,1121216.127,1496663.604,840752.4443,875480.3486,1117877.6809999999,1333730.155,1271801.378,885470.188,799266.0713,1417465.6369999999,1556953.591,2668335.702,2295524.906,2323799.414,1965202.104,1824393.053,2441825.945,2513933.286,2361258.933
tr|A0A140NBZ8|A0A140NBZ8_ECOBD,"Transcriptional regulator, GntR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2931 PE=4 SV=1",398519.4219,464477.8906,623060.25,241741.2266,364130.5,444139.875,451586.8281,584531.375,270668.7422,322563.1406,27580.195310000003,13184.57422,38599.24609,39140.55859,32775.875,33010.27734,16683.32227,41727.83594,36688.17188,37061.83984
tr|A0A140NC00|A0A140NC00_ECOBD,Oxidoreductase domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2021 PE=4 SV=1,2667732.337,3041637.605,3684255.892,1985944.8180000002,2039264.801,2788987.865,3234359.958,3187596.78,2140919.547,1787296.62,1539784.74,1649703.7980000002,3533366.858,2752080.8639999996,2698663.358,2266583.351,2140034.022,2928588.534,3071188.583,2751362.25
tr|A0A140NC02|A0A140NC02_ECOBD,Small ribosomal subunit biogenesis GTPase RsgA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsgA PE=3 SV=1,1593644.205,1763436.7859999998,1616820.291,1505653.7380000001,1430977.858,1668083.9030000002,1926877.6819999998,1659111.5880000002,1541743.774,1344034.131,1167187.811,1433050.445,1340659.2,1538144.67,1516243.3590000002,1565917.304,1512960.5580000002,1428019.282,1662271.094,1567387.217
tr|A0A140NC03|A0A140NC03_ECOBD,Beta-galactosidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2907 PE=3 SV=1,238903.6758,585839.5313,350839.9531,104378.7695,144747.957,254903.1719,235553.9883,501652.2422,85106.6543,112866.8652,72945.60156,86753.94531,139633.7969,310317.2188,165220.8438,164531.3438,52173.88672,128484.7656,267872.5,176160.0938
tr|A0A140NC04|A0A140NC04_ECOBD,Tellurite resistance protein TehB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2210 PE=4 SV=1,261398.3125,292449.2656,364585.8281,174681.2813,192558.8984,262730.6719,338526.9219,297157.4063,164981.9297,159850.9141,357808.8906,317473.9063,655455.4375,606248.0938,507719.4453,458567.0938,369557.0859,569692.3359,596276.4844,543878.4219
tr|A0A140NC07|A0A140NC07_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2240 PE=4 SV=1,279579.0937,312386.291,302472.2754,242405.3809,234294.3389,297917.9727,319216.1777,312900.1152,251349.793,262515.4648,139524.8887,141373.1074,161319.0684,158329.4219,175072.7109,182547.8555,154290.5059,176776.3711,180338.5293,175190.95899999997
tr|A0A140NC10|A0A140NC10_ECOBD,Citrate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2941 PE=3 SV=1,58019489.08,58191589.22,100107659.8,39213562.55,36904089.86,59491764.82,70169536.97,80745871.4,38712324.09,39745104.93,38871173.02,45714359.68,127116983.4,77400238.58,80634273.41,65290660.05,54887554.11,101999702.5,89377134.11,82419900.52
tr|A0A140NC11|A0A140NC11_ECOBD,Peptidoglycan-associated protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pal PE=3 SV=1,22863458.47,33755589.89,21679165.04,17781654.1,18567919.57,23690987.31,29258221.14,25752825.07,21961008.96,16711743.63,19767312.33,22182962.27,19338029.78,29294177.9,24559879.59,26432829.27,19048675.54,22468255.63,29133485.56,26617547.27
tr|A0A140NC13|A0A140NC13_ECOBD,Outer membrane lipoprotein Blc OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3880 PE=3 SV=1,107127.748,107924.4238,105953.7109,107380.3945,103697.7441,118482.7959,107066.2051,122986.5332,106890.002,97044.09961,47139.59619,44249.62695,258777.6875,90940.02539,120288.2617,73649.76856,65496.05176,235359.9434,111202.5752,138489.9922
tr|A0A140NC19|A0A140NC19_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2951 PE=4 SV=1,4864386.078,4808566.254,7322861.517999999,3390898.795,3727601.664,5116124.938,6424232.127,6155383.652000001,3607858.8219999997,3728684.002,3404051.3860000004,2759146.615,7873541.646000001,5927176.49,5882385.055,4287063.606000001,4213598.451,7764229.482000001,6769147.2360000005,5893977.1
tr|A0A140NC20|A0A140NC20_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2220 PE=4 SV=1,81462.26952999999,109215.2539,92942.97461,70834.23145,66870.98633,88952.93359,121365.9063,102223.1992,71269.0625,51967.48828,19663.0332,28984.13477,63267.08594,48148.125,44261.625,31518.67188,31055.29883,48397.65234,69541.14063,44559.03516
tr|A0A140NC21|A0A140NC21_ECOBD,Glycoside hydrolase family 38 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2929 PE=4 SV=1,127244.6484,121211.6953,109413.7656,104261.2656,136996.3789,139227.8047,111136.7461,169081.0,142204.8672,114362.3047,111558.9766,107285.6016,301506.375,135139.2188,194952.5313,189921.7656,154121.8594,401682.3125,124576.1797,209301.75
tr|A0A140NC31|A0A140NC31_ECOBD,"Succinate dehydrogenase, cytochrome b556 subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2939 PE=4 SV=1",116047.709,109672.9043,140754.3799,84522.99316,100909.834,129502.9556,159179.8799,130607.0376,79920.56836,90103.00781,101795.0859,63198.47362999999,314971.7539,201931.7832,203103.3789,136981.4736,149088.583,268632.0371,178718.6738,185326.3008
tr|A0A140NC34|A0A140NC34_ECOBD,Extracellular solute-binding protein family 5 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2793 PE=4 SV=1,2177954.1580000003,2829390.704,3514949.555,1347231.9330000002,1320111.196,2345340.8680000002,3148728.7339999997,3035338.422,1361128.6940000001,1106547.808,1282779.522,1549346.935,3862829.557,3158622.997,2741847.655,1882649.448,1865027.0890000002,3103151.689,3648308.756,2845729.216
tr|A0A140NC35|A0A140NC35_ECOBD,Bifunctional aspartokinase/homoserine dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3616 PE=3 SV=1,3259922.421,2517869.654,4628569.755,2502181.877,2905275.019,3499265.7260000003,2703126.46,5264349.054,2712224.9310000003,2658880.7630000003,2411639.847,2132069.735,4415300.051,2156499.2290000003,3166281.083,3165041.264,2697337.352,4756069.845,2249708.887,3454446.522
tr|A0A140NC37|A0A140NC37_ECOBD,DctA-YdbH domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2242 PE=4 SV=1,616600.0156,569253.2813,768760.8594,528141.9922,544530.4375,646806.4609,810297.8516,680878.5156,565743.2891,525320.1484,234733.5615,217939.3008,294635.6426,546092.8359,372240.6758,308533.8066,289355.9805,324371.2695,650550.707,385135.3398
tr|A0A140NC38|A0A140NC38_ECOBD,Alpha/beta hydrolase fold protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2975 PE=4 SV=1,769769.5889,745056.9775,1124680.355,666706.0386,709062.2065,855801.8379,864661.6553,1127912.854,696248.3359,665377.6929,610739.2942,609471.1533,1352565.471,808319.2708,980734.9966,878939.8103,790509.1755,1296502.24,920175.9485,1040630.622
tr|A0A140NC40|A0A140NC40_ECOBD,UPF0257 lipoprotein YnfC OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ynfC PE=3 SV=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27369.125,27347.40625,42135.94922,36980.5,40742.58203,34473.717769999996,33558.58887,39738.97656,39810.33398,41056.37305
tr|A0A140NC42|A0A140NC42_ECOBD,Potassium efflux system protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3178 PE=3 SV=1,416683.8887,458335.3496,539695.6953,347316.8047,394717.6777,464142.9023,532638.7676,508379.4707,356709.5537,341130.6426,479614.3555,430837.0142,586752.0234,597705.7383,640843.5,588215.9102,635096.1328,653887.4316,591375.1973,648517.2832
tr|A0A140NC43|A0A140NC43_ECOBD,Urea amidolyase related protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2949 PE=4 SV=1,1018272.2420000001,1325591.9840000002,1429670.533,685432.2559,698318.5527,1133552.831,1551890.1930000002,1312686.561,676029.1484,650654.0439,520636.0771,477660.7675,1216653.068,1153353.442,965468.9819,741399.7275,628242.7255,1132319.8590000002,1279890.051,1011698.934
tr|A0A140NC45|A0A140NC45_ECOBD,ABC transporter related OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2803 PE=4 SV=1,10168916.1,8702315.998,12201739.77,8723530.848,9521478.762,10799396.73,9657243.157,13162938.33,9677580.727,8940615.444,9927846.98,9687006.138,13258247.68,10184266.66,12168493.34,12848726.28,11498965.89,14413873.29,10889250.33,12695309.56
tr|A0A140NC46|A0A140NC46_ECOBD,N-acetylglucosamine-6-phosphate deacetylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2985 PE=3 SV=1,1892218.602,1816483.145,2419964.465,1550146.0659999999,1662516.254,2110954.922,2108112.82,2694124.227,1721842.9219999998,1569175.885,2894634.018,2872592.561,4445071.879,3296472.563,3721230.753,3784462.392,3277500.68,4426326.438999999,3831440.5889999997,4044050.7539999997
tr|A0A140NC47|A0A140NC47_ECOBD,Inosine/xanthosine triphosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3626 PE=3 SV=1,819726.7207,834611.3652,1049801.518,630753.6577,666374.5391,879993.9922,995945.4688,1107719.126,620689.9023,643532.626,479010.1411,520722.8296,859372.7129,689289.3359,711782.6553,626705.4385,546183.8164,878155.2168,750194.8271,712384.1953
tr|A0A140NC48|A0A140NC48_ECOBD,Sugar (Glycoside-Pentoside-Hexuronide) transporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3911 PE=4 SV=1,2050212.176,953851.5254,7433531.757999999,323818.0635,690512.0879,2143662.0330000003,1732318.244,4200947.695,342189.0703,370644.8594,196254.3242,44926.04688,5080712.566000001,855809.71,1716289.2230000002,320615.415,335132.9482,3667633.307,1185121.805,1662418.094
tr|A0A140NC56|A0A140NC56_ECOBD,Purine nucleoside phosphorylase DeoD-type OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=deoD PE=3 SV=1,36058830.47,31977850.16,38839341.71,31590973.27,34695393.18,37340729.51,35330015.31,43640157.99,36199249.69,28853626.04,48404242.16,50547355.51,57968158.95,44515038.81,56269274.19,58398145.26,56470195.0,59388397.97,50709670.35,58206531.6
tr|A0A140NC58|A0A140NC58_ECOBD,Dipeptide epimerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2292 PE=3 SV=1,246183.168,203701.3047,662743.9238,127892.5703,160327.9414,273734.9531,256881.8828,350012.9707,152203.0391,135924.8027,784045.748,419842.8564,1091014.938,830347.9736,916677.3574,641413.3267,789372.0347,1104746.34,989616.6826,927731.0459
tr|A0A140NC60|A0A140NC60_ECOBD,ATP-dependent RNA helicase DbpA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dbpA PE=3 SV=1,323246.7422,402556.8535,372203.9004,224565.9766,338340.6563,327957.0352,327602.4902,389030.5508,233967.8359,255727.1504,237818.4102,152550.7744,288000.4263,292591.957,265758.7959,289416.3677,174356.3179,248705.1836,256796.0962,270369.6475
tr|A0A140NC63|A0A140NC63_ECOBD,TonB-dependent receptor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2188 PE=3 SV=1,6737354.933999999,6510935.857000001,6574078.392000001,5939041.248,7051509.109,7259777.753,6718410.626,8778734.214,6536232.432999999,5895942.262999999,6391209.132999999,6078145.899,6479045.906,6406538.901000001,7128224.5139999995,7940043.576,6869662.419,8016389.586,6435908.5370000005,7392861.686000001
tr|A0A140NC64|A0A140NC64_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3198 PE=4 SV=1,3518990.5719999997,4671635.989,5647400.802999999,1607448.1709999999,2211003.64,3558259.975,3980271.1780000003,7294669.123,1595420.9530000002,1276074.096,1431465.6719999998,1152400.382,4659373.3889999995,3370150.258,2916655.518,1536552.995,1445234.142,4633554.541,2981778.4289999995,2891031.934
tr|A0A140NC67|A0A140NC67_ECOBD,"Phosphoglucomutase, alpha-D-glucose phosphate-specific OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2973 PE=3 SV=1",15936021.5,17665974.16,19930573.04,13272028.53,12875300.21,16901118.31,21510048.8,17301149.0,13419918.82,11574225.88,11287166.3,9973607.947999999,19292233.33,18675727.83,16710239.33,13966814.53,14373205.97,19241190.61,20681560.17,17263547.57
tr|A0A140NC69|A0A140NC69_ECOBD,Peptidoglycan glycosyltransferase MrdB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=mrdB PE=3 SV=1,133350.7422,175409.2485,138621.8643,129421.7114,137998.0576,149309.5127,153427.1812,136202.6689,116524.4971,118945.0122,149538.99800000002,139383.0635,210011.12699999998,199776.4414,179724.9277,173352.00199999998,171130.2588,204624.75,204131.4844,199572.7539
tr|A0A140NC70|A0A140NC70_ECOBD,"Transcriptional regulator, RpiR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3941 PE=4 SV=1",109058.2705,141164.1533,203079.3301,78973.63867,84008.89452999999,129512.7246,128573.7266,183301.7148,82653.88135,94437.92577999999,27494.2959,28674.367189999997,98203.29883,61197.76953,61324.70703,42676.4209,30300.54492,81186.92188,62609.11328,52965.400389999995
tr|A0A140NC71|A0A140NC71_ECOBD,"Glycosyl transferase, family 3-like protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2823 PE=4 SV=1",3325846.3819999998,3045095.347,4312328.742,2766100.877,2612659.461,3484255.0539999995,3400714.0919999997,4542338.2639999995,3278606.816,2971112.6760000004,1256943.953,1485329.844,2305643.275,2080539.332,2008982.0369999998,1867200.2130000002,1519158.201,2436426.736,2344975.1780000003,2162026.557
tr|A0A140NC74|A0A140NC74_ECOBD,UspA domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2284 PE=4 SV=1,243185.9961,340143.4688,335178.5156,127151.293,147334.3086,259620.2422,365651.4297,350177.0195,148544.1973,121931.8906,675655.272,697532.6636,1921889.947,1821214.591,1452702.55,1018623.837,914406.0332,1837587.545,2106486.922,1543727.061
tr|A0A140NC78|A0A140NC78_ECOBD,"PTS system, N-acetylglucosamine-specific IIBC subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2983 PE=4 SV=1",4303074.32,3500869.492,6554846.618,3429857.082,3548375.6980000003,4505644.624,4119617.222,5942884.443,3625236.79,3395026.288,4222460.952,3863955.8589999997,8051152.04,4799701.035,5883552.973999999,5123107.32,4974928.234,7598554.547,5012729.326,5924703.8
tr|A0A140NC79|A0A140NC79_ECOBD,Cold-shock DNA-binding domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3027 PE=4 SV=1,1967840.52,1945808.5269999998,2134225.793,1864875.41,1574619.885,2129262.246,2360085.723,1914702.3159999999,2173290.418,2092554.227,1866897.9,1478905.523,2287045.4,2390881.105,2411469.898,2242502.336,2357323.754,2833876.617,2279471.813,2572044.273
tr|A0A140NC81|A0A140NC81_ECOBD,Uncharacterized lipoprotein YdcL OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2209 PE=4 SV=1,1370676.385,1317106.82,2254946.145,1064844.215,1119661.133,1433223.217,1576238.4409999999,1367934.689,1098588.979,1051350.142,1123951.251,940349.6992,2516065.554,1747549.884,1757043.2130000002,1395791.5969999998,1355716.378,1861258.6330000001,1831689.293,1717921.1269999999
tr|A0A140NC83|A0A140NC83_ECOBD,"Transcriptional regulator, TyrR OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2294 PE=4 SV=1",2428301.02,2863761.7430000002,3346510.652,1639585.314,2086917.5259999998,2518245.086,2593550.402,3518095.812,1652131.581,1680793.9030000002,1140851.77,929036.1206,2025104.164,1637444.3169999998,1598907.535,1495201.206,1095638.076,1900918.365,1560170.551,1676290.611
tr|A0A140NC86|A0A140NC86_ECOBD,Transporter-associated region OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2993 PE=4 SV=1,4242246.949,3963564.365,3419455.422,5053173.172,4181406.0960000004,4623245.322,4242405.727,3662466.24,5299940.697,3910911.939,4475078.194,4905570.271000001,3842306.0,4492371.303,4863151.598999999,5368260.8780000005,5915960.17,4074343.485,4635686.179,4986628.087
tr|A0A140NC88|A0A140NC88_ECOBD,Citrate lyase alpha chain OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3037 PE=4 SV=1,74277.71094,66276.05371000001,86492.06348,74517.01758,69446.79297000001,82356.11719,92118.32812,85968.77637,73662.03223,93824.18066,4978.608886999999,4250.59375,6283.188965,7575.865723000001,7320.022948999999,6815.950195,6504.047852000001,7039.491698999999,8137.805664,8145.405273
tr|A0A140NC89|A0A140NC89_ECOBD,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3667 PE=3 SV=1,665375.6569,491490.8831,1074128.1809999999,516914.2372,543668.8972,744024.0925,586038.9,1064540.493,590801.6333,544639.0166,244003.3867,241653.5996,629919.1523,291928.7251,415804.0264,352965.7793,307348.4355,590356.8008,307215.8022,412460.04
tr|A0A140NC97|A0A140NC97_ECOBD,Alkyl hydroperoxide reductase C OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3047 PE=1 SV=1,146368582.0,173136743.1,172941891.7,118766890.3,122289602.0,154961353.1,189444697.1,182215615.8,121601073.1,107190448.9,116379563.2,127916262.9,183358319.6,175269846.7,165863490.2,158493321.1,140990892.7,175798166.0,193419726.7,174048459.5
tr|A0A140NCA2|A0A140NCA2_ECOBD,"Sigma 54 specific transcriptional activator, PspF, Fis family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2314 PE=4 SV=1",53071.74707,69837.66662999999,56738.85864,47512.322510000005,47522.87622,60716.5166,67410.64209,74970.70117,54359.29004,42357.14819,3638.680664,3606.7529299999997,2025.26123,3985.8869630000004,3602.069824,2929.143066,4903.03418,4460.589844,5374.907227000001,3420.019043
tr|A0A140NCA4|A0A140NCA4_ECOBD,Isochorismatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3059 PE=4 SV=1,348610.25,308220.8359,426606.75,326670.5859,397586.5781,356022.8672,321957.2344,272686.6328,380565.5781,442206.5156,513550.70700000005,354471.9297,529910.8711,473813.5195,510329.5273,615966.8086,506624.5313,426802.6445,414886.7305,557147.1602
