Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane
A0A140NBT0,A0A140NBT0_ECOBD,unreviewed,Type II secretion system protein,ECBD_3513,Escherichia coli (strain B / BL21-DE3),400,protein secretion [GO:0009306],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein secretion [GO:0009306],,GO:0005886; GO:0009306; GO:0016021,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU003923}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003923}.,,TRANSMEM 162 185 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 216 234 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 369 389 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6X7,A0A140N6X7_ECOBD,unreviewed,Type II secretion system protein L (T2SS protein L),ECBD_0418,Escherichia coli (strain B / BL21-DE3),387,protein secretion by the type II secretion system [GO:0015628],Gram-negative-bacterium-type cell wall [GO:0009276]; type II protein secretion system complex [GO:0015627],Gram-negative-bacterium-type cell wall [GO:0009276]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0009276; GO:0015627; GO:0015628,,,,,
A0A140N3G0,A0A140N3G0_ECOBD,unreviewed,General secretion pathway protein I,ECBD_0421,Escherichia coli (strain B / BL21-DE3),125,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 12 30 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N3M4,A0A140N3M4_ECOBD,unreviewed,General secretion pathway protein C,ECBD_0768,Escherichia coli (strain B / BL21-DE3),331,protein secretion by the type II secretion system [GO:0015628],type II protein secretion system complex [GO:0015627],type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628,,,,,
A0A140N518,A0A140N518_ECOBD,unreviewed,General secretory pathway protein E,ECBD_0425,Escherichia coli (strain B / BL21-DE3),493,protein secretion by the type II secretion system [GO:0015628],type II protein secretion system complex [GO:0015627],type II protein secretion system complex [GO:0015627]; ATP binding [GO:0005524]; protein secretion by the type II secretion system [GO:0015628],ATP binding [GO:0005524],GO:0005524; GO:0015627; GO:0015628,,,,,
A0A140N4J0,A0A140N4J0_ECOBD,unreviewed,General secretion pathway protein C,ECBD_0427,Escherichia coli (strain B / BL21-DE3),271,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 17 38 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6X4,A0A140N6X4_ECOBD,unreviewed,General secretion pathway protein J,ECBD_0420,Escherichia coli (strain B / BL21-DE3),195,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 7 31 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N5J8,A0A140N5J8_ECOBD,unreviewed,General secretion pathway protein H,ECBD_0422,Escherichia coli (strain B / BL21-DE3),169,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 7 30 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N7I2,A0A140N7I2_ECOBD,unreviewed,General secretion pathway protein F,ECBD_0424,Escherichia coli (strain B / BL21-DE3),398,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0005886; GO:0015627; GO:0015628; GO:0016021,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU003923}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003923}.,,TRANSMEM 164 186 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 217 236 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 370 391 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N586,A0A140N586_ECOBD,unreviewed,General secretion pathway protein G,ECBD_0423,Escherichia coli (strain B / BL21-DE3),145,protein secretion by the type II secretion system [GO:0015628],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 12 34 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N5F1,A0A140N5F1_ECOBD,unreviewed,General secretion pathway protein L,ECBD_0769,Escherichia coli (strain B / BL21-DE3),286,protein secretion by the type II secretion system [GO:0015628],Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627],Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628],,GO:0009276; GO:0015627; GO:0015628; GO:0016021,,,,,TRANSMEM 136 159 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N3G6,A0A140N3G6_ECOBD,unreviewed,Small heat shock protein IbpB (16 kDa heat shock protein B),ibpB ECBD_0017,Escherichia coli (strain B / BL21-DE3),142,protein stabilization [GO:0050821],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; protein stabilization [GO:0050821],,GO:0005737; GO:0050821,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_02001}.,,
A0A140N1Q5,A0A140N1Q5_ECOBD,unreviewed,Small heat shock protein IbpA (16 kDa heat shock protein A),ibpA ECBD_0016,Escherichia coli (strain B / BL21-DE3),137,protein stabilization [GO:0050821],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; protein stabilization [GO:0050821],,GO:0005737; GO:0050821,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_02000}.,,
A0A140N6E3,A0A140N6E3_ECOBD,unreviewed,TonB system transport protein ExbD,ECBD_0734,Escherichia coli (strain B / BL21-DE3),141,protein transport [GO:0015031],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031],transmembrane transporter activity [GO:0022857],GO:0005886; GO:0015031; GO:0016021; GO:0022857,,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003879}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU003879}.,,TRANSMEM 20 41 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N473,A0A140N473_ECOBD,unreviewed,TonB-system energizer ExbB,ECBD_0733,Escherichia coli (strain B / BL21-DE3),244,protein transport [GO:0015031],integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031],transmembrane transporter activity [GO:0022857],GO:0015031; GO:0016021; GO:0022857,,,SUBCELLULAR LOCATION: Membrane {ECO:0000256|RuleBase:RU004057}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU004057}.,,TRANSMEM 21 43 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 132 157 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 177 198 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NAE0,A0A140NAE0_ECOBD,unreviewed,Protein TonB,ECBD_2370,Escherichia coli (strain B / BL21-DE3),244,protein transport [GO:0015031],integral component of membrane [GO:0016021]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343]; protein transport [GO:0015031],energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343],GO:0005886; GO:0015031; GO:0015343; GO:0016021; GO:0030288; GO:0031992,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU362123}; Single-pass membrane protein {ECO:0000256|RuleBase:RU362123}; Periplasmic side {ECO:0000256|RuleBase:RU362123}.,,
A0A140NFX6,A0A140NFX6_ECOBD,unreviewed,Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC),yidC ECBD_4327,Escherichia coli (strain B / BL21-DE3),548,protein transport [GO:0015031],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; membrane insertase activity [GO:0032977]; protein transport [GO:0015031],membrane insertase activity [GO:0032977],GO:0005886; GO:0015031; GO:0016021; GO:0032977,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01810}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01810}.,,TRANSMEM 354 373 Helical. {ECO:0000256|HAMAP-Rule:MF_01810}.; TRANSMEM 417 440 Helical. {ECO:0000256|HAMAP-Rule:MF_01810}.; TRANSMEM 494 519 Helical. {ECO:0000256|HAMAP-Rule:MF_01810}.
A0A140NCZ5,A0A140NCZ5_ECOBD,unreviewed,Sec translocon accessory complex subunit YajC,yajC ECBD_3254,Escherichia coli (strain B / BL21-DE3),110,protein transport [GO:0015031],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein transport [GO:0015031],,GO:0005886; GO:0015031; GO:0016021,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU366028}.,,TRANSMEM 20 39 Helical. {ECO:0000256|RuleBase:RU366028}.
A0A140N9I1,A0A140N9I1_ECOBD,unreviewed,Dipeptide permease D,dtpD ECBD_2952,Escherichia coli (strain B / BL21-DE3),493,protein transport [GO:0015031],integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; protein transport [GO:0015031],dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333],GO:0005887; GO:0015031; GO:0015333; GO:0071916,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01880}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01880}.,,TRANSMEM 12 36 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 48 69 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 78 96 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 102 121 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 142 162 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 168 187 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 208 231 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 237 255 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 267 284 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 304 332 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 344 365 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 377 398 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 410 430 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.; TRANSMEM 462 479 Helical. {ECO:0000256|HAMAP-Rule:MF_01880}.
A0A140NA00,A0A140NA00_ECOBD,unreviewed,Dipeptide and tripeptide permease A,dtpA ECBD_2009,Escherichia coli (strain B / BL21-DE3),500,protein transport [GO:0015031],integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937]; protein transport [GO:0015031],dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937],GO:0005887; GO:0015031; GO:0015333; GO:0042937; GO:0071916,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01878}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01878}.,,TRANSMEM 21 40 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 60 81 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 90 107 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 113 131 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 152 173 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 179 199 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 220 239 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 245 264 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 276 295 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 323 341 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 353 371 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 391 411 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 423 444 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.; TRANSMEM 456 477 Helical. {ECO:0000256|HAMAP-Rule:MF_01878}.
A0A140N6G6,A0A140N6G6_ECOBD,unreviewed,Dipeptide and tripeptide permease B,dtpB ECBD_0245,Escherichia coli (strain B / BL21-DE3),489,protein transport [GO:0015031],integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937]; protein transport [GO:0015031],dipeptide transmembrane transporter activity [GO:0071916]; peptide:proton symporter activity [GO:0015333]; tripeptide transmembrane transporter activity [GO:0042937],GO:0005887; GO:0015031; GO:0015333; GO:0042937; GO:0071916,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01879}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01879}.,,TRANSMEM 28 46 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 52 72 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 84 101 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 107 124 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 145 167 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 173 193 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 214 232 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 238 256 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 268 285 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 320 337 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 349 371 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 383 408 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 415 437 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.; TRANSMEM 457 479 Helical. {ECO:0000256|HAMAP-Rule:MF_01879}.
A0A140NCV7,A0A140NCV7_ECOBD,unreviewed,Sec-independent protein translocase protein TatC,tatC ECBD_4185,Escherichia coli (strain B / BL21-DE3),258,protein transport by the Tat complex [GO:0043953],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953],protein transmembrane transporter activity [GO:0008320],GO:0005887; GO:0008320; GO:0033281; GO:0043953,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00902}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00902}.,,TRANSMEM 20 38 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.; TRANSMEM 74 95 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.; TRANSMEM 116 137 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.; TRANSMEM 157 183 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.; TRANSMEM 195 212 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.; TRANSMEM 218 237 Helical. {ECO:0000256|HAMAP-Rule:MF_00902}.
A0A140NET7,A0A140NET7_ECOBD,unreviewed,Sec-independent protein translocase protein TatB,tatB ECBD_4186,Escherichia coli (strain B / BL21-DE3),171,protein transport by the Tat complex [GO:0043953],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953],protein transmembrane transporter activity [GO:0008320],GO:0005887; GO:0008320; GO:0033281; GO:0043953,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00237}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00237}.,,
A0A140NCQ8,A0A140NCQ8_ECOBD,unreviewed,Probable Sec-independent protein translocase protein TatE,tatE ECBD_3024,Escherichia coli (strain B / BL21-DE3),67,protein transport by the Tat complex [GO:0043953],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953],protein transmembrane transporter activity [GO:0008320],GO:0005887; GO:0008320; GO:0033281; GO:0043953,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00903}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00903}.,,
A0A140NHF3,A0A140NHF3_ECOBD,unreviewed,Sec-independent protein translocase protein TatA,tatA ECBD_4187,Escherichia coli (strain B / BL21-DE3),89,protein transport by the Tat complex [GO:0043953],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281],integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953],protein transmembrane transporter activity [GO:0008320],GO:0005887; GO:0008320; GO:0033281; GO:0043953,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00236}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00236}.,,TRANSMEM 6 22 Helical. {ECO:0000256|HAMAP-Rule:MF_00236}.
A0A140NF86,A0A140NF86_ECOBD,unreviewed,ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU),hslU ECBD_4093,Escherichia coli (strain B / BL21-DE3),443,protein unfolding [GO:0043335],HslUV protease complex [GO:0009376],"HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; peptidase activity, acting on L-amino acid peptides [GO:0070011]; protein unfolding [GO:0043335]","ATPase activity [GO:0016887]; ATP binding [GO:0005524]; peptidase activity, acting on L-amino acid peptides [GO:0070011]",GO:0005524; GO:0009376; GO:0016887; GO:0043335; GO:0070011,,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00249}.,,
